cpu_usage,memory_usage,requests_per_sec,latency_ms,failure_label
52.19,57.15,143.66,35.28,0
33.19,59.57,134.28,31.33,0
22.13,55.29,249.23,85.59,0
19.19,36.63,76.92,42.81,0
20.43,28.28,185.43,94.81,0
21.76,34.26,93.41,49.18,0
31.41,38.35,66.5,84.28,0
30.29,22.69,104.64,40.63,0
64.07,24.07,184.05,99.2,0
73.77,83.98,469.97,395.35,1
47.28,58.89,223.43,43.22,0
58.62,32.72,262.89,55.98,0
43.47,43.4,145.59,69.45,0
42.31,59.54,108.15,67.39,0
76.79,78.45,501.45,304.94,1
30.6,31.86,87.92,32.37,0
60.79,43.92,286.47,77.84,0
25.3,45.74,240.12,59.27,0
95.78,85.77,6.07,823.47,1
23.32,41.57,276.66,71.53,0
47.8,48.78,202.02,47.43,0
34.33,20.24,267.47,20.95,0
44.89,25.66,101.06,22.8,0
55.72,57.27,109.08,21.64,0
27.13,48.87,111.23,30.0,0
25.69,37.93,208.9,38.11,0
14.4,58.9,149.56,29.26,0
37.79,49.4,240.08,84.67,0
11.09,35.26,263.51,79.5,0
83.09,63.82,495.33,214.32,1
34.95,35.01,201.51,21.11,0
35.81,26.19,97.41,16.09,0
49.89,39.66,281.42,94.92,0
92.48,89.79,33.85,694.15,1
12.14,56.86,146.21,63.08,0
34.0,30.21,278.27,76.39,0
36.87,47.54,224.11,70.33,0
86.18,66.06,356.9,353.28,1
47.2,47.9,211.33,37.21,0
47.46,30.17,200.54,95.9,0
10.68,50.84,211.1,92.94,0
42.24,56.04,179.63,31.05,0
55.64,30.11,125.55,97.25,0
31.05,32.32,152.9,89.49,0
14.89,45.45,244.17,44.27,0
51.18,57.2,149.49,41.19,0
97.8,80.03,8.14,748.16,1
46.0,49.32,92.66,46.85,0
20.89,27.28,287.12,53.31,0
20.21,22.36,95.68,79.53,0
59.63,36.35,206.71,68.08,0
73.65,67.33,425.55,219.19,1
42.21,39.12,218.2,23.57,0
51.35,20.29,195.61,98.95,0
38.73,20.29,200.75,98.89,0
61.27,38.93,134.26,51.5,0
58.96,59.98,254.21,94.98,0
30.81,22.29,139.01,43.07,0
35.13,47.93,231.31,90.48,0
43.11,54.76,119.87,74.44,0
30.26,44.73,214.72,55.39,0
20.34,59.45,289.39,84.07,0
29.81,21.83,251.89,42.67,0
43.37,36.01,203.15,21.92,0
61.23,57.23,296.72,87.85,0
86.15,67.35,389.02,185.79,1
41.45,54.27,176.16,25.87,0
26.57,46.92,187.19,89.36,0
34.55,24.63,215.66,35.48,0
51.43,46.39,72.36,51.97,0
18.81,57.16,275.66,80.14,0
24.17,39.05,274.38,25.46,0
39.4,49.02,72.61,73.8,0
90.5,79.16,470.14,311.0,1
49.46,49.44,145.41,69.58,0
57.09,52.34,105.89,24.83,0
14.9,49.62,284.3,78.29,0
30.23,54.13,288.52,64.04,0
13.4,41.42,261.78,98.29,0
30.08,47.17,249.14,59.18,0
22.22,35.81,184.57,54.15,0
61.86,53.49,174.96,53.74,0
18.02,46.61,250.32,74.75,0
26.99,59.61,80.87,99.73,0
36.31,53.15,173.76,74.85,0
63.96,33.33,256.97,32.9,0
54.57,48.02,63.14,88.56,0
36.81,35.67,296.1,71.04,0
64.51,41.92,134.35,72.62,0
97.09,87.82,28.75,541.52,1
20.73,54.25,148.44,26.13,0
41.92,52.2,262.45,75.31,0
19.0,25.5,223.99,39.74,0
22.0,49.94,233.83,15.78,0
41.66,47.13,297.12,27.55,0
93.13,96.83,46.67,448.02,1
90.16,81.05,49.11,725.05,1
63.33,45.08,151.0,17.89,0
36.87,47.52,288.64,70.49,0
48.05,51.81,214.63,81.11,0
84.31,66.88,480.64,241.83,1
14.55,39.57,217.2,58.33,0
41.51,42.91,118.43,78.36,0
19.96,39.37,211.15,51.86,0
15.47,22.54,277.22,82.59,0
54.71,20.79,189.02,60.6,0
36.87,40.76,196.18,75.67,0
16.82,50.12,291.42,91.3,0
42.95,27.2,188.68,83.04,0
17.08,28.25,90.3,62.81,0
70.77,84.5,451.23,240.89,1
33.27,57.81,50.02,40.55,0
81.43,79.57,481.83,261.23,1
48.23,40.91,296.5,44.93,0
21.54,23.96,254.94,35.15,0
26.48,53.31,289.36,66.18,0
29.75,25.14,205.58,21.32,0
31.0,56.15,150.01,22.08,0
33.39,47.78,183.98,21.0,0
64.74,47.87,98.16,46.63,0
55.13,44.2,154.92,28.05,0
93.2,80.52,32.16,438.76,1
16.05,41.93,66.49,69.42,0
28.34,30.93,267.21,34.19,0
30.74,58.75,144.66,23.93,0
73.87,78.21,411.31,355.34,1
39.09,48.02,266.35,61.88,0
59.31,26.83,286.63,48.11,0
50.77,58.72,182.92,65.54,0
36.23,25.1,52.37,58.65,0
16.95,35.15,233.86,19.49,0
63.6,48.3,112.28,66.74,0
20.07,59.45,249.62,57.69,0
33.53,57.67,270.35,84.19,0
57.19,57.9,151.63,41.58,0
14.37,49.2,286.22,29.03,0
50.89,42.17,173.21,89.32,0
93.09,90.17,37.89,639.83,1
64.89,55.52,224.47,49.47,0
60.1,49.84,228.54,74.72,0
23.43,49.56,287.72,84.99,0
81.62,75.23,471.47,391.16,1
58.51,40.94,106.27,21.39,0
38.25,58.1,155.68,47.22,0
16.23,56.56,112.44,60.83,0
16.48,31.97,123.39,33.11,0
41.29,28.7,126.2,94.31,0
55.42,21.42,165.76,67.51,0
29.57,44.62,132.14,45.08,0
58.96,27.45,138.63,23.61,0
14.66,40.57,88.43,25.53,0
18.56,46.27,106.52,48.61,0
33.56,27.29,252.89,24.24,0
56.16,26.47,138.43,51.89,0
57.88,27.94,97.39,18.42,0
50.92,56.04,90.08,31.91,0
46.59,30.63,155.27,61.76,0
49.29,33.0,241.1,89.95,0
60.8,53.72,147.21,24.33,0
11.16,26.22,175.0,80.23,0
47.31,33.69,294.11,77.68,0
25.92,39.44,240.22,36.06,0
38.12,29.98,241.68,88.45,0
90.97,96.41,13.93,753.23,1
48.56,40.09,95.3,99.37,0
44.9,29.18,83.07,18.26,0
99.15,88.53,32.74,445.47,1
32.4,32.26,208.33,34.67,0
36.36,40.39,210.97,40.86,0
25.43,34.04,154.52,42.19,0
12.25,22.09,236.19,33.02,0
59.97,24.03,96.21,95.61,0
26.74,23.88,53.42,61.9,0
77.29,78.53,422.28,344.7,1
30.44,46.01,102.51,47.64,0
72.87,78.56,374.07,296.64,1
84.4,64.76,490.93,381.38,1
40.06,33.72,231.34,99.12,0
49.64,21.75,97.93,61.79,0
58.24,54.14,276.7,97.89,0
79.87,77.93,532.17,166.93,1
61.22,40.15,55.47,65.93,0
17.09,21.82,191.54,82.52,0
50.74,35.9,221.17,88.97,0
89.99,95.01,22.29,789.69,1
24.93,27.36,90.0,33.51,0
58.35,51.63,163.86,75.16,0
26.69,28.81,227.06,61.93,0
12.51,29.53,59.77,27.59,0
90.4,66.76,508.12,310.6,1
55.29,41.38,50.35,44.53,0
30.3,23.33,226.37,61.69,0
32.46,44.46,131.16,19.87,0
55.32,28.77,291.31,30.02,0
94.45,99.58,40.02,790.26,1
51.02,35.28,213.46,88.95,0
40.3,52.67,105.16,37.85,0
54.43,50.12,88.91,34.7,0
30.28,56.09,73.42,30.43,0
57.43,27.55,172.63,77.01,0
11.16,26.52,94.43,48.51,0
13.82,22.88,111.31,92.28,0
89.2,90.54,37.7,804.0,1
30.78,20.83,256.64,79.89,0
12.41,29.93,70.9,27.12,0
10.74,58.65,289.4,24.04,0
28.61,48.3,100.58,55.84,0
34.44,26.53,132.94,28.13,0
48.06,45.1,80.77,85.12,0
26.32,40.46,259.12,27.06,0
70.53,70.68,379.48,313.84,1
58.34,35.39,271.06,84.94,0
19.33,24.41,75.43,96.25,0
43.86,24.73,280.83,93.19,0
83.3,64.45,456.1,299.9,1
18.26,46.69,125.39,84.49,0
15.72,56.65,215.43,94.29,0
49.12,23.05,50.54,94.31,0
46.07,32.81,147.65,76.31,0
36.31,22.69,194.46,96.56,0
14.97,59.79,95.47,47.73,0
33.31,47.74,153.49,82.45,0
54.12,46.16,111.48,50.59,0
39.36,41.3,255.35,47.69,0
33.2,43.12,223.37,78.6,0
22.94,20.11,298.48,16.46,0
62.67,56.84,64.89,44.69,0
57.67,52.76,123.67,27.25,0
91.38,82.82,398.5,356.96,1
17.58,58.48,225.99,47.08,0
63.07,34.87,225.35,71.33,0
56.06,54.82,57.55,46.05,0
14.24,42.77,253.43,27.73,0
50.9,49.92,224.64,40.46,0
28.55,51.26,223.81,39.38,0
58.46,21.28,237.78,57.78,0
55.8,47.2,268.99,62.1,0
60.55,40.07,227.34,51.01,0
63.52,40.86,294.48,25.64,0
44.05,28.76,95.92,78.41,0
56.29,52.66,167.11,41.62,0
55.5,26.59,250.83,69.97,0
15.96,23.11,200.8,86.96,0
25.52,41.66,66.33,65.75,0
27.0,42.07,209.6,17.75,0
63.72,42.59,190.93,82.17,0
27.3,57.74,52.12,45.32,0
31.9,27.8,237.96,76.68,0
96.43,81.95,23.33,770.73,1
54.41,26.01,196.79,47.48,0
56.86,31.6,87.88,54.36,0
72.05,77.96,526.88,351.87,1
52.29,26.44,290.92,58.89,0
45.83,57.21,135.35,81.75,0
29.82,54.24,157.73,90.71,0
31.32,28.35,202.6,21.37,0
44.53,39.9,251.18,27.12,0
82.04,84.22,506.29,171.79,1
27.25,57.36,90.37,38.81,0
14.91,27.17,242.99,36.93,0
24.08,55.07,212.57,26.94,0
41.28,21.58,264.75,49.08,0
90.18,63.22,423.35,361.21,1
92.48,93.64,27.77,531.41,1
85.02,75.52,478.77,335.26,1
55.17,20.32,263.26,39.71,0
31.96,22.92,147.06,54.29,0
35.62,45.7,275.03,54.51,0
50.25,56.7,280.62,80.3,0
28.08,32.69,299.11,56.34,0
36.19,31.14,59.57,28.24,0
45.21,32.81,57.83,66.09,0
61.51,34.46,157.53,55.24,0
57.74,58.11,220.92,37.94,0
14.6,22.77,151.27,40.36,0
57.92,40.99,217.41,37.05,0
15.08,56.07,135.5,79.02,0
29.21,36.76,168.87,73.55,0
48.32,34.19,223.23,48.08,0
53.07,43.89,69.45,71.78,0
27.81,59.45,284.74,78.14,0
27.41,26.02,164.66,27.54,0
72.5,84.25,431.28,280.17,1
34.78,53.3,81.43,53.19,0
89.17,84.37,49.06,610.09,1
19.14,35.1,137.02,95.95,0
94.92,80.29,41.62,408.1,1
81.05,81.69,489.86,312.23,1
32.57,34.09,185.62,59.47,0
16.24,27.03,157.1,30.04,0
39.85,35.26,261.27,73.53,0
25.58,44.82,281.28,87.84,0
97.67,82.08,34.23,708.13,1
37.3,50.07,281.81,23.47,0
41.97,21.31,122.48,50.75,0
35.0,35.24,98.89,54.91,0
63.22,56.56,153.23,84.74,0
50.76,20.3,143.66,34.03,0
58.38,30.58,259.62,82.59,0
23.29,56.01,153.64,16.32,0
30.59,52.67,255.01,66.0,0
62.75,59.71,110.46,97.75,0
45.44,53.14,250.33,64.12,0
45.0,59.09,93.43,91.85,0
34.06,23.98,250.29,57.86,0
53.14,53.72,206.83,37.12,0
62.18,28.15,73.32,52.18,0
42.63,21.11,226.89,93.25,0
31.03,49.69,82.64,53.57,0
29.7,29.59,274.48,40.24,0
23.49,51.2,246.51,80.48,0
25.12,57.4,206.86,69.26,0
15.69,38.37,198.97,24.1,0
59.2,23.71,173.56,45.72,0
31.49,39.64,55.49,21.25,0
88.92,93.75,21.89,556.79,1
87.79,64.5,352.03,194.67,1
43.37,21.26,293.98,99.47,0
43.77,41.86,89.6,78.04,0
74.24,60.74,354.61,277.94,1
57.68,24.59,104.24,42.84,0
50.03,57.59,116.9,55.93,0
92.18,91.03,18.24,772.6,1
38.2,36.0,98.26,29.7,0
58.8,31.24,148.21,64.61,0
27.14,51.76,288.44,56.47,0
79.32,78.68,513.18,305.73,1
33.61,42.69,143.49,68.78,0
19.2,21.35,177.84,64.88,0
55.47,45.8,291.29,44.94,0
19.89,32.91,247.72,45.41,0
46.13,34.88,244.88,25.4,0
10.6,33.15,166.34,82.6,0
82.36,69.64,470.36,281.82,1
25.29,44.32,270.84,88.09,0
59.1,36.87,239.05,42.01,0
20.84,52.11,174.66,99.17,0
16.83,26.85,131.72,47.54,0
25.68,45.75,264.03,98.98,0
76.26,81.04,430.56,373.96,1
70.86,76.12,363.89,173.78,1
49.78,30.99,238.42,49.03,0
27.22,44.49,148.33,74.2,0
56.68,58.69,80.35,46.78,0
11.61,21.91,52.6,23.94,0
47.82,37.43,92.55,31.25,0
78.12,82.57,547.91,383.53,1
75.71,79.62,372.16,386.79,1
28.11,44.51,253.12,37.94,0
17.58,38.43,81.57,88.26,0
58.83,58.63,153.32,52.98,0
39.02,43.12,215.32,97.99,0
50.2,29.03,115.95,40.18,0
40.72,54.91,214.87,77.5,0
14.29,58.87,65.07,16.12,0
55.02,27.52,76.13,32.74,0
39.02,54.34,240.12,41.51,0
18.47,40.18,278.53,33.6,0
63.63,54.71,178.37,81.3,0
25.28,26.57,126.79,88.94,0
18.1,55.05,236.26,35.45,0
74.11,60.71,482.38,263.16,1
60.98,23.36,157.87,27.8,0
37.94,22.13,118.15,23.31,0
50.26,36.9,123.5,49.23,0
39.13,39.74,158.39,72.9,0
62.74,28.78,63.28,18.03,0
13.62,24.04,106.62,67.72,0
31.55,24.05,233.48,89.76,0
21.31,51.43,136.91,39.48,0
50.36,23.77,175.81,74.54,0
26.79,56.27,109.65,41.78,0
20.3,55.99,85.46,16.08,0
28.37,27.1,115.96,21.54,0
56.92,43.76,292.39,64.57,0
23.61,24.38,254.73,63.22,0
98.02,90.51,12.53,473.29,1
26.75,49.45,163.15,77.46,0
91.09,89.73,21.39,406.78,1
49.06,55.65,243.63,87.84,0
83.11,62.82,487.16,332.05,1
63.83,54.25,214.84,27.04,0
23.44,49.64,293.32,45.55,0
20.66,58.19,209.68,97.06,0
84.93,82.48,439.85,389.58,1
24.59,47.16,272.0,48.24,0
64.67,32.37,60.27,59.21,0
43.68,37.34,163.76,97.29,0
25.86,58.78,174.73,73.27,0
18.26,58.67,205.95,71.47,0
25.85,51.99,53.9,18.48,0
42.62,22.13,126.46,51.58,0
10.04,30.06,137.55,39.08,0
84.64,79.22,381.01,171.5,1
64.78,27.87,196.31,21.86,0
36.02,34.19,252.93,69.15,0
63.18,23.93,115.32,40.67,0
41.01,47.16,130.62,64.14,0
20.97,25.43,188.57,40.59,0
41.17,45.13,186.46,46.96,0
79.61,63.47,438.38,228.32,1
85.68,71.71,435.53,255.13,1
11.52,42.36,289.37,50.78,0
43.84,32.1,110.66,58.54,0
39.88,42.62,123.34,79.2,0
32.16,20.24,251.87,89.37,0
12.99,22.19,257.47,70.24,0
15.36,31.62,170.37,43.16,0
50.73,46.98,234.84,19.51,0
17.93,49.62,173.83,34.0,0
56.87,32.04,127.72,99.08,0
36.67,47.51,78.68,15.0,0
16.66,23.87,101.07,55.27,0
34.41,22.23,80.45,49.39,0
97.84,96.83,29.6,810.84,1
57.26,44.69,158.09,69.08,0
55.02,46.3,92.69,78.04,0
36.19,31.6,216.88,96.52,0
46.72,35.65,224.41,24.12,0
33.37,21.12,164.27,62.96,0
26.65,45.8,273.31,67.69,0
59.89,58.51,166.98,76.46,0
64.0,34.31,263.96,57.77,0
48.84,35.62,65.69,70.75,0
49.56,33.57,228.8,81.87,0
51.94,32.12,148.48,92.87,0
30.71,38.87,214.74,63.96,0
87.06,73.14,375.88,231.02,1
92.18,92.35,23.17,422.46,1
73.5,62.41,371.24,383.56,1
51.8,59.25,252.14,77.27,0
59.49,26.96,273.12,79.24,0
13.54,44.48,78.62,86.98,0
51.98,44.26,260.17,93.5,0
48.43,35.11,297.22,63.77,0
23.89,37.5,121.52,32.1,0
54.76,52.35,98.07,64.48,0
46.78,28.14,252.5,90.93,0
32.44,41.86,67.99,30.75,0
60.1,45.69,174.04,85.75,0
36.06,34.08,204.62,62.49,0
13.69,37.1,144.03,21.02,0
53.03,31.93,79.48,34.6,0
28.2,28.96,285.15,93.39,0
48.68,22.72,267.87,97.29,0
41.64,54.13,282.95,57.5,0
13.12,47.9,77.72,55.03,0
75.79,60.75,417.61,215.22,1
52.06,25.57,186.77,77.38,0
84.59,81.96,397.12,168.23,1
89.9,77.58,503.11,158.84,1
99.4,91.96,32.56,440.3,1
62.06,30.82,60.44,18.03,0
45.77,37.26,125.85,87.24,0
88.26,81.11,39.81,805.68,1
57.32,47.28,234.48,61.96,0
52.11,47.82,157.43,51.28,0
34.09,55.89,295.63,46.26,0
34.01,22.32,108.01,65.03,0
51.11,55.53,248.3,63.28,0
88.18,94.4,41.57,438.31,1
19.93,21.75,137.42,70.69,0
26.08,44.24,169.68,25.4,0
23.76,41.75,173.73,77.49,0
60.33,28.81,228.28,95.02,0
26.1,46.15,181.71,37.74,0
37.69,22.16,275.11,74.97,0
25.39,28.14,84.28,97.95,0
50.8,28.43,143.1,84.39,0
63.79,47.93,212.48,53.57,0
37.44,21.35,119.49,47.66,0
14.65,31.16,202.44,57.11,0
78.46,61.11,391.15,196.11,1
12.87,32.21,185.39,44.56,0
43.48,55.73,280.67,92.13,0
42.5,50.29,135.24,85.49,0
33.52,49.17,233.85,19.86,0
31.35,48.85,219.49,87.97,0
80.2,74.32,463.66,279.73,1
30.97,49.83,281.17,26.21,0
53.98,58.04,71.38,36.24,0
28.56,35.78,203.89,45.74,0
53.03,52.41,202.0,25.57,0
27.65,30.58,94.7,54.33,0
35.65,58.64,170.05,86.77,0
13.22,57.55,119.11,66.88,0
13.52,27.19,241.49,38.47,0
72.8,75.76,379.38,304.49,1
16.29,21.54,221.11,88.15,0
12.31,48.69,65.2,75.74,0
24.16,47.14,264.37,45.03,0
43.03,33.99,69.37,52.72,0
23.03,33.03,142.84,84.93,0
45.3,55.03,85.77,42.76,0
28.42,36.33,212.99,55.01,0
95.46,83.21,7.01,865.15,1
70.56,75.23,511.61,277.7,1
37.95,43.26,136.01,33.26,0
11.79,49.05,145.27,99.81,0
14.25,57.42,106.15,57.8,0
40.15,36.72,233.26,87.05,0
12.83,38.89,181.11,52.49,0
55.98,31.72,111.01,35.66,0
29.91,38.23,237.05,24.81,0
50.3,55.21,140.47,44.92,0
60.3,46.13,201.3,53.16,0
41.31,53.07,81.32,60.7,0
32.42,43.39,84.54,37.12,0
27.26,23.26,155.26,98.58,0
44.79,50.91,274.97,89.49,0
16.64,30.54,188.64,94.06,0
16.95,21.36,157.85,73.65,0
89.59,97.34,46.34,852.13,1
32.13,42.28,228.0,25.12,0
89.76,74.79,473.33,398.53,1
50.63,34.2,162.22,49.75,0
55.91,31.57,169.28,26.44,0
52.13,56.65,284.16,22.12,0
83.06,69.25,479.88,244.84,1
37.98,43.52,286.19,23.24,0
28.76,42.57,274.33,64.29,0
33.47,32.91,129.64,30.17,0
54.77,49.39,297.3,32.91,0
41.63,44.62,74.87,39.21,0
25.06,37.56,271.34,39.52,0
91.75,78.84,534.9,316.61,1
21.38,53.55,238.72,17.32,0
91.12,73.5,509.8,151.67,1
11.42,28.13,285.45,63.55,0
38.65,53.24,123.74,24.32,0
56.46,37.78,158.07,37.36,0
91.85,78.29,373.29,238.43,1
53.63,49.09,131.78,58.1,0
44.68,40.51,244.26,75.08,0
60.86,37.34,283.09,82.51,0
56.28,46.45,269.39,18.03,0
10.44,25.47,144.05,95.17,0
24.59,26.06,253.47,77.35,0
20.92,55.03,287.71,87.86,0
10.18,22.69,189.43,32.73,0
33.0,30.52,145.07,64.63,0
36.63,46.28,95.02,40.51,0
26.07,39.4,249.19,48.34,0
36.45,23.86,78.09,89.88,0
25.8,58.77,131.35,71.31,0
35.56,32.76,78.38,74.24,0
52.55,39.35,251.18,56.58,0
22.92,31.64,176.87,90.63,0
13.34,50.87,115.4,42.0,0
34.31,35.95,278.09,37.81,0
28.69,52.74,127.13,49.83,0
19.16,28.25,206.32,95.57,0
28.13,44.2,54.98,76.39,0
14.96,48.19,278.06,80.18,0
46.02,40.75,140.52,31.87,0
39.46,54.39,107.33,83.11,0
77.29,65.39,496.67,385.0,1
11.1,57.61,75.63,48.82,0
18.63,32.06,107.5,80.65,0
24.99,24.95,246.01,70.7,0
50.73,30.8,71.23,21.28,0
51.93,36.62,53.69,85.57,0
18.35,49.43,248.16,31.51,0
27.17,32.95,178.09,16.99,0
21.15,30.57,214.01,55.07,0
15.12,58.68,190.25,56.08,0
81.73,66.12,353.44,274.26,1
30.5,41.86,77.08,34.05,0
92.77,84.64,21.64,681.58,1
28.28,52.39,293.95,23.11,0
57.57,39.59,112.49,27.01,0
36.04,48.92,191.66,34.76,0
23.86,32.46,134.47,27.8,0
41.09,36.26,51.39,73.68,0
53.71,41.82,128.25,70.42,0
48.99,40.58,264.66,99.38,0
15.78,47.97,143.92,79.34,0
51.15,26.65,159.4,97.61,0
33.33,26.83,250.79,56.41,0
40.09,35.98,124.19,52.02,0
60.71,47.07,180.62,67.28,0
45.76,25.66,180.81,32.38,0
49.3,40.78,112.81,54.34,0
90.4,78.0,520.48,183.83,1
55.62,20.39,154.08,27.78,0
63.73,32.47,96.92,73.99,0
28.21,22.44,167.17,28.3,0
40.75,29.04,207.21,93.87,0
55.14,54.72,196.12,40.99,0
32.18,30.19,185.25,71.05,0
18.38,49.23,120.0,37.35,0
53.83,43.49,241.51,43.06,0
42.57,31.09,251.82,89.06,0
36.04,26.72,245.84,99.07,0
54.18,25.86,91.2,89.34,0
59.28,22.09,177.93,52.37,0
27.99,40.02,79.32,62.61,0
31.2,38.98,127.94,59.37,0
58.58,53.69,288.84,95.37,0
49.12,53.6,190.12,56.66,0
47.7,42.32,158.85,44.6,0
30.11,38.64,217.51,76.92,0
40.79,59.92,284.85,47.51,0
51.12,20.43,160.52,59.71,0
27.07,23.76,142.22,36.57,0
83.35,60.84,404.99,269.68,1
48.25,30.12,206.32,97.55,0
57.48,57.1,299.31,68.74,0
36.04,55.0,237.65,83.63,0
11.59,55.77,88.3,77.58,0
72.9,70.49,519.16,164.01,1
13.43,23.9,186.02,98.59,0
43.77,20.67,259.32,87.1,0
49.01,56.23,196.71,95.27,0
61.73,36.13,259.43,71.92,0
55.38,40.06,232.24,22.14,0
25.15,27.95,176.37,29.7,0
56.08,20.13,118.44,44.81,0
41.25,47.85,191.55,54.36,0
14.98,49.18,96.41,65.25,0
97.2,95.77,14.79,587.26,1
49.84,29.87,259.33,69.6,0
74.2,78.9,376.55,163.33,1
19.79,25.62,128.89,34.21,0
58.6,27.08,123.73,74.29,0
36.94,43.15,137.21,69.56,0
44.71,53.27,59.18,85.95,0
39.59,28.43,225.55,44.49,0
53.79,28.3,224.91,57.82,0
53.69,23.63,243.35,36.95,0
11.73,24.61,214.58,30.85,0
42.28,34.89,144.48,65.01,0
48.57,45.18,267.33,15.67,0
28.41,45.92,75.05,92.62,0
35.68,27.45,55.44,83.78,0
41.68,37.4,149.83,85.9,0
30.53,33.52,219.64,40.51,0
98.53,95.26,45.54,653.48,1
52.57,58.16,150.19,17.43,0
60.73,55.46,291.31,95.14,0
63.48,50.07,82.47,43.32,0
99.64,86.19,39.46,800.74,1
19.09,20.03,86.87,90.05,0
14.42,29.45,100.83,22.66,0
47.66,53.83,143.56,55.57,0
35.89,47.47,224.69,92.59,0
55.72,48.25,240.76,23.15,0
51.97,25.34,243.32,91.33,0
50.17,36.98,148.46,21.09,0
50.72,43.46,105.42,66.72,0
30.3,33.59,255.81,66.9,0
60.3,45.82,84.52,30.98,0
33.95,33.58,213.51,51.19,0
31.27,52.85,58.71,96.47,0
18.99,47.29,258.56,54.52,0
47.73,24.06,265.62,83.3,0
27.55,42.99,146.0,53.65,0
62.8,36.07,242.84,40.75,0
44.88,44.15,250.6,53.27,0
36.05,33.4,183.76,46.01,0
63.94,41.27,145.87,72.35,0
28.54,57.37,197.54,31.8,0
50.02,38.2,62.14,38.95,0
36.93,34.68,272.29,73.34,0
28.56,31.85,254.79,61.13,0
29.63,20.7,131.16,69.06,0
29.65,21.46,234.67,36.13,0
15.2,49.07,208.23,51.64,0
63.45,47.56,111.03,85.17,0
50.3,40.94,164.6,21.51,0
18.07,59.07,209.45,89.97,0
63.91,23.15,281.86,78.69,0
11.23,58.01,114.21,70.5,0
88.41,70.84,373.29,197.91,1
26.68,40.56,263.56,35.72,0
30.58,38.92,240.18,52.14,0
52.81,31.07,217.86,66.39,0
84.92,66.82,431.44,154.68,1
17.14,30.68,199.77,97.95,0
22.17,20.72,131.15,20.42,0
49.16,53.08,196.98,68.96,0
31.4,57.19,53.14,43.95,0
34.44,38.48,235.64,32.9,0
47.01,30.23,58.07,87.44,0
95.58,91.23,20.54,503.78,1
92.43,85.84,19.19,737.25,1
44.37,26.67,137.91,51.68,0
88.28,99.47,30.04,645.38,1
60.66,25.27,201.78,87.22,0
22.01,59.69,192.69,30.18,0
52.76,49.38,150.28,49.72,0
33.0,43.97,129.85,45.87,0
58.66,58.41,240.44,42.01,0
31.57,54.36,173.71,54.43,0
34.72,56.96,94.41,39.51,0
28.37,38.56,93.07,92.12,0
45.92,58.97,152.57,69.1,0
17.62,44.8,299.73,65.96,0
62.0,33.0,112.49,63.39,0
15.0,34.81,235.74,90.1,0
40.36,54.54,262.58,28.72,0
58.11,27.01,284.29,93.32,0
26.11,55.78,101.75,54.2,0
43.18,59.59,249.19,97.69,0
16.11,44.16,132.81,93.21,0
35.42,58.5,51.72,17.75,0
57.69,59.82,265.54,20.98,0
24.3,48.64,80.25,81.01,0
39.38,20.95,170.2,76.71,0
31.91,52.89,242.19,45.89,0
38.14,45.99,157.15,25.54,0
24.44,53.01,238.39,24.5,0
32.71,33.59,278.24,82.62,0
15.34,45.68,68.52,91.43,0
23.46,30.4,123.82,52.8,0
48.48,42.73,198.61,79.71,0
25.86,28.84,142.71,45.83,0
61.96,26.33,208.47,55.4,0
26.22,49.75,223.77,27.45,0
31.13,45.47,57.0,32.99,0
42.13,30.38,230.28,78.36,0
92.87,92.37,12.67,572.11,1
56.89,32.57,143.59,88.56,0
19.3,41.01,93.85,91.26,0
62.08,33.69,127.33,34.07,0
52.79,51.57,212.5,45.3,0
60.2,56.25,259.99,86.89,0
38.83,29.13,100.63,71.46,0
15.44,33.18,66.8,62.03,0
50.77,54.9,292.61,19.76,0
23.64,30.24,234.86,73.62,0
23.48,47.59,164.02,18.42,0
40.36,23.65,97.5,85.61,0
59.67,40.9,65.22,34.34,0
41.97,38.57,184.23,81.42,0
44.86,27.86,79.1,22.09,0
39.83,28.6,171.81,63.39,0
57.36,24.46,271.63,81.08,0
54.32,44.58,164.06,15.04,0
43.07,39.7,94.13,58.12,0
62.33,31.99,266.82,36.17,0
40.87,32.35,160.01,98.06,0
80.73,67.98,544.87,267.63,1
13.61,37.28,126.16,93.65,0
45.08,41.54,95.66,81.2,0
21.73,40.07,130.0,60.08,0
26.5,44.38,192.75,28.14,0
52.15,51.43,263.09,66.86,0
62.62,59.25,213.37,82.04,0
24.82,57.31,168.0,87.78,0
17.97,33.35,138.48,78.34,0
33.39,35.74,154.28,79.79,0
63.28,34.14,251.34,97.87,0
11.07,48.17,102.15,75.92,0
30.54,32.87,247.73,42.68,0
20.97,28.6,175.74,87.79,0
23.37,33.02,169.92,76.31,0
63.41,21.84,214.85,73.46,0
80.71,67.0,471.34,243.75,1
45.18,31.04,142.36,93.51,0
17.39,49.99,131.14,80.9,0
18.35,26.02,124.71,32.0,0
23.49,42.91,240.7,37.16,0
26.03,20.87,243.03,20.78,0
49.13,32.56,263.36,91.93,0
58.65,27.37,167.08,54.17,0
47.27,48.16,113.84,78.55,0
16.56,36.43,149.08,56.34,0
39.06,56.52,178.07,16.38,0
11.76,40.17,249.57,82.16,0
41.61,45.37,233.61,63.05,0
97.37,90.64,40.94,823.15,1
60.74,44.4,298.24,78.91,0
33.7,31.07,162.82,89.85,0
45.77,22.92,211.96,43.88,0
48.09,52.81,158.1,16.83,0
